,날짜,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
363,2011-04-10 14:00:00,22.4,-1.6,66.0,20,14.8,1015.9
364,2011-04-09 14:00:00,20.6,-2.5,64.0,21,12.6,1020.0
365,2011-04-08 14:00:00,19.1,8.7,64.0,51,14.8,1017.8
366,2011-04-07 14:00:00,17.4,11.4,62.0,68,15.8,1019.8
367,2011-04-06 14:00:00,20.4,2.2,65.0,30,16.2,1024.3
368,2011-04-05 14:00:00,18.0,2.6,62.0,36,11.2,1025.9
369,2011-04-04 14:00:00,15.9,-2.6,60.0,28,18.7,1024.3
370,2011-04-03 14:00:00,11.3,1.7,54.0,52,6.1,1021.1
371,2011-04-02 14:00:00,14.4,2.2,58.0,44,18.0,1019.9
372,2011-04-01 14:00:00,22.5,-8.3,65.0,12,15.8,1019.1
373,2011-03-31 14:00:00,21.0,-3.5,21.0,19,14.0,1020.9
374,2011-03-30 14:00:00,18.1,-8.1,18.1,16,11.9,1020.4
375,2011-03-29 14:00:00,13.5,-7.2,13.0,23,8.6,1022.6
376,2011-03-28 14:00:00,13.7,-3.1,12.9,31,11.2,1023.0
377,2011-03-27 14:00:00,14.2,-10.5,13.6,17,10.1,1025.3
378,2011-03-26 14:00:00,11.3,-10.9,9.7,20,13.3,1026.1
379,2011-03-25 14:00:00,10.2,-15.3,7.1,15,25.9,1021.9
380,2011-03-24 14:00:00,12.8,-11.7,11.4,17,14.8,1022.1
381,2011-03-23 14:00:00,10.1,-11.9,7.9,20,16.2,1023.4
382,2011-03-22 14:00:00,9.8,-13.4,7.6,18,15.5,1020.0
383,2011-03-21 14:00:00,16.0,3.0,16.0,42,4.0,1014.7
384,2011-03-20 14:00:00,12.8,11.1,12.2,90,8.6,1009.7
385,2011-03-19 14:00:00,16.9,4.8,16.8,45,11.2,1018.6
386,2011-03-18 14:00:00,14.2,-10.5,13.8,17,8.6,1023.7
387,2011-03-17 14:00:00,9.4,-13.7,7.0,18,16.6,1024.3
388,2011-03-16 14:00:00,8.0,-14.2,5.2,19,17.3,1019.7
389,2011-03-15 14:00:00,14.0,-7.4,12.8,22,15.8,1011.9
390,2011-03-14 14:00:00,19.5,1.9,19.5,31,8.3,1014.2
391,2011-03-13 14:00:00,19.6,4.4,19.6,37,13.3,1018.8
392,2011-03-12 14:00:00,16.0,-9.0,15.1,17,17.3,1020.8
393,2011-03-11 14:00:00,13.5,-11.1,12.0,17,17.3,1021.6
394,2011-03-10 14:00:00,10.8,-11.9,9.2,19,13.0,1022.5
395,2011-03-09 14:00:00,9.4,-16.0,6.9,15,17.3,1022.8
396,2011-03-08 14:00:00,10.2,-13.1,7.8,18,18.0,1019.2
397,2011-03-07 14:00:00,11.8,-11.1,10.2,19,14.0,1012.0
398,2011-03-06 14:00:00,12.7,-5.8,11.6,27,11.5,1015.2
399,2011-03-05 14:00:00,11.6,-5.8,11.1,29,6.8,1022.0
400,2011-03-04 14:00:00,5.0,-10.3,2.4,32,11.2,1024.4
401,2011-03-03 14:00:00,5.5,-12.5,2.4,26,14.8,1019.1
402,2011-03-02 14:00:00,3.4,-12.1,-0.4,31,15.8,1021.1
403,2011-03-01 14:00:00,2.5,-1.3,-1.8,76,17.6,1015.4
404,2011-02-28 14:00:00,7.8,3.2,6.6,73,7.2,1016.3
405,2011-02-27 14:00:00,9.5,8.7,9.5,95,1.4,1014.7
406,2011-02-26 14:00:00,13.9,-4.3,13.8,28,6.8,1025.0
407,2011-02-25 14:00:00,9.7,-5.8,7.9,33,12.6,1025.3
408,2011-02-24 14:00:00,15.6,-1.4,15.4,31,9.4,1017.3
409,2011-02-23 14:00:00,12.1,-1.4,12.1,39,2.9,1020.4
410,2011-02-22 14:00:00,11.8,-5.6,11.8,29,2.5,1024.2
411,2011-02-21 14:00:00,11.9,-6.0,11.7,28,5.8,1024.6
412,2011-02-20 14:00:00,12.2,-10.1,12.1,20,5.4,1022.9
413,2011-02-19 14:00:00,9.1,-4.8,8.6,37,5.4,1022.9
414,2011-02-18 14:00:00,7.0,-4.4,7.0,44,1.8,1022.7
415,2011-02-17 14:00:00,1.6,-0.8,-0.6,84,7.2,1016.2
416,2011-02-16 14:00:00,8.5,-4.0,8.5,41,4.3,1023.7
417,2011-02-15 14:00:00,5.7,-8.2,5.7,36,2.9,1028.6
418,2011-02-14 14:00:00,1.0,-10.5,-2.4,42,11.2,1022.7
419,2011-02-13 14:00:00,1.0,-14.6,-0.6,30,5.4,1023.9
420,2011-02-12 14:00:00,-1.4,-13.5,-5.9,39,13.7,1024.0
421,2011-02-11 14:00:00,3.7,-12.7,0.9,29,10.8,1017.8
422,2011-02-10 14:00:00,1.6,-7.9,1.6,49,1.1,1020.1
423,2011-02-09 14:00:00,3.4,-6.5,0.8,48,9.7,1018.9
424,2011-02-08 14:00:00,1.8,-0.4,1.8,85,2.2,1008.1
425,2011-02-07 14:00:00,9.0,-6.4,9.0,33,0.4,1016.2
426,2011-02-06 14:00:00,9.0,-5.3,9.0,36,3.6,1015.4
427,2011-02-05 14:00:00,9.1,-10.9,8.1,23,7.2,1020.7
428,2011-02-04 14:00:00,8.6,-7.6,7.7,31,6.5,1019.7
429,2011-02-03 14:00:00,8.0,-8.9,6.9,29,6.8,1022.1
430,2011-02-02 14:00:00,7.5,-8.9,5.9,30,8.6,1023.1
431,2011-02-01 14:00:00,5.4,-7.1,4.5,40,5.0,1024.8
432,2011-01-31 14:00:00,0.4,-13.3,-3.4,35,12.2,1028.5
433,2011-01-30 14:00:00,-3.2,-17.2,-8.7,33,16.6,1029.3
434,2011-01-29 14:00:00,-2.5,-16.6,-7.1,33,13.3,1028.4
435,2011-01-28 14:00:00,0.3,-17.4,-3.5,25,12.2,1030.7
436,2011-01-27 14:00:00,-1.4,-16.7,-6.3,30,15.8,1036.5
437,2011-01-26 14:00:00,-0.9,-13.1,-6.1,39,18.0,1034.4
438,2011-01-25 14:00:00,-0.3,-10.8,-2.8,45,7.2,1030.0
439,2011-01-24 14:00:00,-3.4,-9.2,-8.2,64,13.0,1026.9
440,2011-01-23 14:00:00,1.0,-12.0,1.0,37,1.1,1024.6
441,2011-01-22 14:00:00,2.0,-6.8,-0.0,52,6.8,1027.3
442,2011-01-21 14:00:00,0.4,-14.0,-1.3,33,5.4,1024.7
443,2011-01-20 14:00:00,-2.0,-14.4,-6.8,38,14.8,1025.5
444,2011-01-19 14:00:00,0.2,-10.9,-2.8,43,9.0,1026.6
445,2011-01-18 14:00:00,-0.9,-9.7,-0.9,51,2.9,1029.1
446,2011-01-17 14:00:00,-1.4,-18.4,-6.3,26,15.8,1029.8
447,2011-01-16 14:00:00,-6.4,-14.4,-13.7,53,22.0,1027.0
448,2011-01-15 14:00:00,-5.2,-18.3,-11.6,35,19.1,1024.6
449,2011-01-14 14:00:00,1.8,-5.3,-0.3,59,6.8,1025.4
450,2011-01-13 14:00:00,0.0,-12.0,-4.4,40,14.8,1025.7
451,2011-01-12 14:00:00,-2.8,-16.1,-7.9,35,15.1,1022.7
452,2011-01-11 14:00:00,-0.2,-7.0,-4.1,60,12.2,1017.4
453,2011-01-10 14:00:00,-2.5,-18.5,-7.1,28,13.0,1025.0
454,2011-01-09 14:00:00,-1.4,-10.7,-7.4,49,23.0,1024.5
455,2011-01-08 14:00:00,2.2,-7.6,-0.0,48,7.6,1025.0
456,2011-01-07 14:00:00,-1.4,-17.1,-5.4,29,11.5,1028.8
457,2011-01-06 14:00:00,-1.5,-11.3,-5.6,47,11.9,1025.8
458,2011-01-05 14:00:00,1.5,-7.3,-2.3,52,13.7,1021.6
459,2011-01-04 14:00:00,0.0,-5.6,-3.1,66,9.4,1022.7
460,2011-01-03 14:00:00,-0.6,-9.2,-0.6,52,4.7,1021.7
461,2011-01-02 14:00:00,1.1,-7.9,1.1,51,3.2,1026.6
462,2011-01-01 14:00:00,-1.2,-10.8,-4.4,48,8.6,1022.4
463,2010-12-31 14:00:00,-3.0,-10.7,-7.2,55,11.2,1014.1
464,2010-12-30 14:00:00,-0.7,-6.2,-0.7,66,4.7,1010.0
465,2010-12-29 14:00:00,-0.5,-5.4,-3.4,69,8.3,1019.3
466,2010-12-28 14:00:00,2.3,-1.3,-0.6,77,10.1,1010.0
467,2010-12-27 14:00:00,3.8,-3.7,3.8,58,3.2,1014.7
468,2010-12-26 14:00:00,-1.8,-11.1,-5.1,49,8.6,1011.7
469,2010-12-25 14:00:00,-3.5,-13.4,-8.0,46,11.9,1020.6
470,2010-12-24 14:00:00,-4.9,-21.9,-11.4,25,19.8,1026.7
471,2010-12-23 14:00:00,5.5,0.0,2.8,68,12.2,1020.7
472,2010-12-22 14:00:00,9.1,0.5,9.1,55,4.7,1015.0
473,2010-12-21 14:00:00,8.9,-0.4,7.5,52,9.0,1011.0
474,2010-12-20 14:00:00,12.8,-0.8,12.8,39,4.3,1017.6
475,2010-12-19 14:00:00,13.1,3.9,11.9,54,13.3,1017.5
476,2010-12-18 14:00:00,7.1,-2.9,7.1,49,2.2,1022.4
477,2010-12-17 14:00:00,4.4,-1.4,0.9,66,15.8,1014.1
478,2010-12-16 14:00:00,0.2,-11.2,-2.5,42,7.9,1018.7
479,2010-12-15 14:00:00,-1.8,-13.6,-6.3,40,13.3,1023.4
480,2010-12-14 14:00:00,3.4,-6.5,-1.6,48,25.6,1021.5
481,2010-12-13 14:00:00,5.2,3.3,2.1,88,14.4,1012.9
482,2010-12-12 14:00:00,1.3,-11.4,1.3,38,0.4,1023.7
483,2010-12-11 14:00:00,4.0,-9.0,0.6,38,14.4,1020.0
484,2010-12-10 14:00:00,10.0,0.0,7.5,50,19.1,1012.1
485,2010-12-09 14:00:00,4.2,-9.2,2.2,37,7.9,1019.0
486,2010-12-08 14:00:00,3.7,-4.0,3.7,57,4.7,1010.4
487,2010-12-07 14:00:00,5.5,-11.1,2.4,29,14.8,1015.9
488,2010-12-06 14:00:00,8.2,-3.0,5.7,45,14.8,1017.1
489,2010-12-05 14:00:00,12.7,2.2,12.7,49,1.1,1018.4
490,2010-12-04 14:00:00,9.7,-6.6,9.7,31,4.7,1022.3
491,2010-12-03 14:00:00,5.5,-7.0,1.6,40,21.2,1021.2
492,2010-12-02 14:00:00,11.0,5.7,10.3,70,7.2,1016.0
493,2010-12-01 14:00:00,13.5,7.0,13.5,65,3.6,1020.0
494,2010-11-30 14:00:00,17.9,7.8,17.9,52,6.1,1017.8
495,2010-11-29 14:00:00,12.2,2.8,12.2,53,4.7,1023.0
496,2010-11-28 14:00:00,7.0,-6.3,6.1,38,5.8,1023.6
497,2010-11-27 14:00:00,13.4,6.2,12.4,62,12.2,1014.3
498,2010-11-26 14:00:00,9.2,-6.2,8.6,33,5.8,1019.0
499,2010-11-25 14:00:00,11.4,-1.4,9.5,41,15.8,1017.6
500,2010-11-24 14:00:00,14.0,3.1,14.0,48,2.9,1021.0
501,2010-11-23 14:00:00,13.5,0.1,13.5,40,4.0,1019.2
502,2010-11-22 14:00:00,16.2,0.2,15.7,34,13.7,1009.2
503,2010-11-21 14:00:00,16.6,4.6,16.6,45,5.0,1013.9
504,2010-11-20 14:00:00,15.4,-0.8,15.4,33,3.6,1016.8
505,2010-11-19 14:00:00,11.2,1.9,11.2,53,3.2,1018.4
506,2010-11-18 14:00:00,12.4,-0.5,12.4,41,5.4,1023.3
507,2010-11-17 14:00:00,12.9,-2.6,12.9,34,2.9,1024.0
508,2010-11-16 14:00:00,9.4,-12.4,9.4,20,4.0,1023.5
509,2010-11-15 14:00:00,10.7,-14.1,10.5,16,5.0,1026.1
510,2010-11-14 14:00:00,15.9,5.7,15.9,51,3.6,1023.5
511,2010-11-13 14:00:00,13.4,0.7,13.4,42,2.5,1025.4
512,2010-11-12 14:00:00,16.6,-2.5,16.5,27,10.1,1020.7
513,2010-11-11 14:00:00,13.9,6.4,13.9,61,3.6,1016.0
514,2010-11-10 14:00:00,13.4,1.9,13.4,46,2.5,1019.8
515,2010-11-09 14:00:00,12.2,-6.2,10.6,27,15.1,1016.5
516,2010-11-08 14:00:00,14.2,1.7,12.9,43,17.3,1012.9
517,2010-11-07 14:00:00,18.1,0.6,18.1,31,6.1,1015.8
518,2010-11-06 14:00:00,18.8,-0.1,18.8,28,3.6,1020.5
519,2010-11-05 14:00:00,18.4,-3.1,18.4,23,4.3,1022.1
520,2010-11-04 14:00:00,16.7,1.9,16.7,37,5.0,1023.1
521,2010-11-03 14:00:00,13.2,-2.7,13.0,33,6.5,1024.1
522,2010-11-02 14:00:00,14.7,-5.6,14.2,24,10.4,1019.0
523,2010-11-01 14:00:00,18.5,-0.3,18.5,28,10.4,1017.2
524,2010-10-31 14:00:00,18.7,4.4,18.7,39,4.7,1019.9
525,2010-10-30 14:00:00,17.5,6.9,17.5,50,10.1,1023.4
526,2010-10-29 14:00:00,17.0,2.9,16.7,39,12.6,1022.5
527,2010-10-28 14:00:00,16.7,1.1,16.7,35,8.6,1019.7
528,2010-10-27 14:00:00,14.5,0.6,14.1,39,9.0,1025.9
529,2010-10-26 14:00:00,11.5,-12.0,10.2,18,11.5,1023.7
530,2010-10-25 14:00:00,20.8,10.2,20.8,51,15.8,1009.9
531,2010-10-24 14:00:00,17.5,16.5,17.5,94,8.6,1011.6
532,2010-10-23 14:00:00,20.1,11.5,20.1,58,8.3,1018.1
533,2010-10-22 14:00:00,21.1,10.2,21.1,50,7.2,1019.8
534,2010-10-21 14:00:00,22.6,13.9,22.6,58,7.2,1016.4
535,2010-10-20 14:00:00,22.7,11.7,22.7,50,5.8,1018.7
536,2010-10-19 14:00:00,22.6,12.2,22.6,52,6.1,1022.0
537,2010-10-18 14:00:00,22.6,10.0,22.6,45,4.7,1022.7
538,2010-10-17 14:00:00,21.9,9.4,21.9,45,5.0,1021.4
539,2010-10-16 14:00:00,22.0,4.0,22.0,31,8.6,1018.6
540,2010-10-15 14:00:00,20.4,-0.8,20.4,24,11.5,1014.9
541,2010-10-14 14:00:00,21.1,12.5,21.1,58,4.7,1011.1
542,2010-10-13 14:00:00,22.9,15.2,22.9,62,5.8,1011.7
543,2010-10-12 14:00:00,24.6,10.4,24.6,41,5.0,1014.5
544,2010-10-11 14:00:00,22.7,16.0,22.7,66,4.7,1015.0
545,2010-10-10 14:00:00,25.4,8.3,25.4,34,4.0,1013.3
546,2010-10-09 14:00:00,23.0,14.0,23.0,57,5.8,1009.5
547,2010-10-08 14:00:00,22.0,15.8,22.0,68,2.9,1015.6
548,2010-10-07 14:00:00,24.0,7.5,24.0,35,6.5,1018.9
549,2010-10-06 14:00:00,22.9,12.2,22.9,51,5.4,1017.5
550,2010-10-05 14:00:00,19.8,10.7,19.8,56,6.5,1013.2
551,2010-10-04 14:00:00,20.5,9.4,20.5,49,13.0,1010.1
552,2010-10-03 14:00:00,24.4,15.5,24.4,58,9.0,1009.8
553,2010-10-02 14:00:00,25.9,15.8,25.9,54,9.7,1014.8
554,2010-10-01 14:00:00,23.7,13.8,23.7,54,7.2,1019.4
555,2010-09-30 14:00:00,24.6,12.8,71.0,48,5.4,1017.8
556,2010-09-29 14:00:00,21.6,10.1,67.0,48,3.6,1018.3
557,2010-09-28 14:00:00,25.5,6.6,70.0,30,9.0,1013.7
558,2010-09-27 14:00:00,20.9,15.8,68.0,73,4.7,1013.8
559,2010-09-26 14:00:00,20.8,12.9,67.0,61,6.5,1018.4
560,2010-09-25 14:00:00,24.1,10.3,70.0,42,9.0,1015.8
561,2010-09-24 14:00:00,22.7,12.0,69.0,51,9.7,1015.2
562,2010-09-23 14:00:00,24.1,13.6,71.0,52,7.6,1013.2
563,2010-09-22 14:00:00,22.9,21.8,73.0,94,4.7,1010.0
564,2010-09-21 14:00:00,30.4,24.5,82.0,71,9.0,1011.1
565,2010-09-20 14:00:00,31.3,23.4,82.0,63,7.2,1011.2
566,2010-09-19 14:00:00,29.9,21.8,80.0,62,6.8,1011.6
567,2010-09-18 14:00:00,30.2,16.5,78.0,44,6.8,1011.5
568,2010-09-17 14:00:00,29.9,12.3,76.0,34,4.7,1011.4
569,2010-09-16 14:00:00,28.2,16.1,76.0,48,4.3,1011.2
570,2010-09-15 14:00:00,26.5,16.4,74.0,54,5.8,1012.2
571,2010-09-14 14:00:00,28.1,19.8,77.0,61,3.2,1014.0
572,2010-09-13 14:00:00,28.2,18.5,77.0,56,4.7,1010.9
573,2010-09-12 14:00:00,29.4,21.0,79.0,61,11.9,1007.9
574,2010-09-11 14:00:00,29.6,24.6,82.0,75,11.5,1009.2
575,2010-09-10 14:00:00,30.9,24.2,82.0,68,7.6,1010.5
576,2010-09-09 14:00:00,27.3,15.3,75.0,48,2.5,1014.4
577,2010-09-08 14:00:00,25.1,18.0,73.0,65,5.0,1014.7
578,2010-09-07 14:00:00,25.5,22.1,76.0,82,7.6,1005.1
579,2010-09-06 14:00:00,25.7,24.8,78.0,95,1.8,1006.2
580,2010-09-05 14:00:00,29.7,24.1,81.0,72,3.6,1011.9
581,2010-09-04 14:00:00,32.5,22.2,82.0,55,6.8,1013.5
582,2010-09-03 14:00:00,30.6,23.0,81.0,64,9.0,1014.3
583,2010-09-02 14:00:00,28.3,24.0,80.0,78,5.8,1014.2
584,2010-09-01 14:00:00,30.1,24.0,82.0,70,7.9,1013.0
585,2010-08-31 14:00:00,28.0,25.6,81.0,87,4.7,1011.8
586,2010-08-30 14:00:00,30.8,24.6,83.0,70,8.6,1009.4
587,2010-08-29 14:00:00,30.5,24.8,82.0,72,4.7,1009.9
588,2010-08-28 14:00:00,28.0,24.6,80.0,82,14.4,1010.8
589,2010-08-27 14:00:00,28.0,24.8,80.0,83,4.3,1014.6
590,2010-08-26 14:00:00,29.6,23.5,81.0,70,13.7,1013.7
591,2010-08-25 14:00:00,29.4,25.3,82.0,79,10.4,1012.3
592,2010-08-24 14:00:00,21.9,18.4,70.0,81,9.4,1012.7
593,2010-08-23 14:00:00,22.6,21.0,72.0,91,16.2,1011.5
594,2010-08-22 14:00:00,26.6,18.4,75.0,61,23.8,1011.9
595,2010-08-21 14:00:00,28.2,18.2,77.0,55,17.3,1013.9
596,2010-08-20 14:00:00,29.1,20.5,79.0,60,14.8,1015.5
597,2010-08-19 14:00:00,24.7,21.4,75.0,82,13.7,1019.1
598,2010-08-18 14:00:00,24.2,20.7,74.0,81,12.6,1015.3
599,2010-08-17 14:00:00,24.4,15.5,72.0,58,13.0,1010.0
600,2010-08-16 14:00:00,22.2,16.6,70.0,71,16.6,1008.0
601,2010-08-15 14:00:00,24.7,19.9,74.0,75,28.1,1003.9
602,2010-08-14 14:00:00,22.6,20.8,72.0,90,7.6,1003.8
603,2010-08-13 14:00:00,25.6,22.8,76.0,85,14.4,1000.6
604,2010-08-12 14:00:00,20.8,16.8,68.0,78,19.4,1005.3
605,2010-08-11 14:00:00,23.3,21.3,73.0,89,7.2,1000.5
606,2010-08-10 14:00:00,23.8,21.1,73.0,85,9.0,1008.4
607,2010-08-09 14:00:00,27.5,20.3,77.0,65,13.3,1007.1
608,2010-08-08 14:00:00,26.2,20.5,76.0,71,13.3,1008.5
609,2010-08-07 14:00:00,24.0,20.5,73.0,81,13.0,1012.9
610,2010-08-06 14:00:00,26.3,20.8,76.0,72,17.6,1013.6
611,2010-08-05 14:00:00,29.5,21.4,79.0,62,14.8,1009.4
612,2010-08-04 14:00:00,27.6,23.4,79.0,78,9.4,1006.7
613,2010-08-03 14:00:00,23.7,20.8,73.0,84,5.0,1005.6
614,2010-08-02 14:00:00,19.7,18.5,67.0,93,9.7,1007.4
615,2010-08-01 14:00:00,27.3,20.6,77.0,67,18.4,1004.7
616,2010-07-31 14:00:00,25.5,17.9,74.0,63,25.9,1002.9
617,2010-07-30 14:00:00,24.9,19.9,74.0,74,18.4,1002.2
618,2010-07-29 14:00:00,26.0,19.1,75.0,66,16.2,997.3
619,2010-07-28 14:00:00,25.2,19.1,74.0,69,13.0,1001.7
620,2010-07-27 14:00:00,26.2,17.5,74.0,59,29.9,1008.6
621,2010-07-26 14:00:00,23.8,18.8,72.0,74,24.1,1011.2
622,2010-07-25 14:00:00,24.7,18.3,73.0,68,15.5,1012.8
623,2010-07-24 14:00:00,23.6,18.9,72.0,75,16.6,1012.5
624,2010-07-23 14:00:00,20.3,17.8,68.0,86,19.1,1010.7
625,2010-07-22 14:00:00,24.3,19.7,73.0,76,18.7,1011.4
626,2010-07-21 14:00:00,28.1,19.3,77.0,59,19.4,1010.1
627,2010-07-20 14:00:00,28.9,19.5,78.0,57,15.8,1012.0
628,2010-07-19 14:00:00,26.4,18.5,75.0,62,25.9,1011.3
629,2010-07-18 14:00:00,26.1,17.9,74.0,61,22.3,1009.9
630,2010-07-17 14:00:00,22.8,18.3,71.0,76,28.1,1011.4
631,2010-07-16 14:00:00,25.4,18.5,74.0,66,13.7,1009.5
632,2010-07-15 14:00:00,20.8,18.5,69.0,87,13.3,1011.1
633,2010-07-14 14:00:00,20.9,16.9,68.0,78,13.7,1009.7
634,2010-07-13 14:00:00,21.7,17.4,69.0,77,13.3,1007.8
635,2010-07-12 14:00:00,21.1,17.8,69.0,82,10.1,1009.1
636,2010-07-11 14:00:00,16.6,15.6,62.0,94,14.0,1002.8
637,2010-07-10 14:00:00,23.4,18.9,72.0,76,6.1,1008.5
638,2010-07-09 14:00:00,24.4,14.1,71.0,53,12.6,1004.9
639,2010-07-08 14:00:00,21.4,17.5,69.0,79,9.4,1007.2
640,2010-07-07 14:00:00,17.7,16.5,64.0,93,9.4,1005.2
641,2010-07-06 14:00:00,26.5,12.1,73.0,41,22.3,996.7
642,2010-07-05 14:00:00,26.5,16.7,74.0,55,15.5,994.2
643,2010-07-04 14:00:00,21.4,19.3,70.0,88,15.1,998.8
644,2010-07-03 14:00:00,20.0,18.6,68.0,92,6.1,998.8
645,2010-07-02 14:00:00,22.2,19.5,71.0,85,7.9,999.7
646,2010-07-01 14:00:00,19.8,18.2,67.0,91,12.6,1004.6
647,2010-06-30 14:00:00,23.7,17.2,72.0,67,5.4,1003.8
648,2010-06-29 14:00:00,24.0,17.0,72.0,65,10.4,1005.4
649,2010-06-28 14:00:00,24.7,16.9,73.0,62,11.2,1003.9
650,2010-06-27 14:00:00,22.5,18.8,71.0,80,13.7,1003.8
651,2010-06-26 14:00:00,18.4,17.0,65.0,92,7.6,1008.3
652,2010-06-25 14:00:00,25.8,13.3,72.0,46,14.0,1008.0
653,2010-06-24 14:00:00,23.9,9.4,69.0,40,16.2,1007.3
654,2010-06-23 14:00:00,21.6,7.0,67.0,39,15.5,1006.0
655,2010-06-22 14:00:00,22.7,8.0,68.0,39,22.3,1003.5
656,2010-06-21 14:00:00,24.2,8.9,70.0,38,16.6,1001.4
657,2010-06-20 14:00:00,23.1,14.6,70.0,59,16.9,1000.4
658,2010-06-19 14:00:00,19.2,16.7,66.0,86,8.3,1003.6
659,2010-06-18 14:00:00,22.7,16.0,70.0,66,13.0,1002.3
660,2010-06-17 14:00:00,23.6,16.3,71.0,64,12.6,1005.1
661,2010-06-16 14:00:00,22.3,13.6,69.0,58,19.4,1002.8
662,2010-06-15 14:00:00,20.4,16.6,67.0,79,11.2,1003.9
663,2010-06-14 14:00:00,17.1,15.6,63.0,91,13.7,1007.7
664,2010-06-13 14:00:00,20.5,15.4,67.0,73,16.6,1007.4
665,2010-06-12 14:00:00,17.4,13.3,63.0,77,4.3,1010.2
666,2010-06-11 14:00:00,22.9,11.9,69.0,50,14.8,1011.2
667,2010-06-10 14:00:00,25.5,5.6,70.0,28,14.8,1012.4
668,2010-06-09 14:00:00,24.3,9.0,70.0,38,15.1,1013.0
669,2010-06-08 14:00:00,23.0,6.2,68.0,34,10.8,1013.3
670,2010-06-07 14:00:00,19.9,10.8,65.0,56,11.9,1015.3
671,2010-06-06 14:00:00,25.1,11.2,71.0,42,15.1,1010.5
672,2010-06-05 14:00:00,25.1,11.6,71.0,43,13.3,1010.7
673,2010-06-04 14:00:00,22.5,10.6,68.0,47,13.3,1012.3
674,2010-06-03 14:00:00,22.3,7.6,67.0,39,14.0,1014.3
675,2010-06-02 14:00:00,19.7,4.5,64.0,37,15.5,1015.3
676,2010-06-01 14:00:00,17.6,-1.6,61.0,27,13.0,1013.4
677,2010-05-31 14:00:00,13.1,0.1,56.0,41,15.5,1015.8
678,2010-05-30 14:00:00,14.7,0.8,58.0,39,15.8,1013.0
679,2010-05-29 14:00:00,10.1,9.3,50.0,95,13.0,1014.4
680,2010-05-28 14:00:00,18.5,3.5,63.0,37,8.3,1013.6
681,2010-05-27 14:00:00,17.8,6.6,62.0,48,11.5,1014.2
682,2010-05-26 14:00:00,6.9,5.6,45.0,92,16.2,1015.6
683,2010-05-25 14:00:00,12.3,7.3,55.0,72,7.9,1000.5
684,2010-05-24 14:00:00,13.3,10.1,56.0,81,20.9,991.0
685,2010-05-23 14:00:00,11.4,10.3,53.0,93,15.5,998.6
686,2010-05-22 14:00:00,24.3,5.1,69.0,29,4.0,1004.8
687,2010-05-21 14:00:00,25.6,1.6,69.0,21,16.9,1008.2
688,2010-05-20 14:00:00,22.3,4.3,67.0,31,34.9,1005.9
689,2010-05-19 14:00:00,19.7,9.5,65.0,52,21.2,1002.6
690,2010-05-18 14:00:00,16.5,14.6,61.0,89,12.2,1004.7
691,2010-05-17 14:00:00,26.3,-3.3,69.0,14,15.1,1010.2
692,2010-05-16 14:00:00,24.9,3.5,69.0,25,9.4,1012.9
693,2010-05-15 14:00:00,18.5,0.5,62.0,30,24.1,1015.2
694,2010-05-14 14:00:00,17.0,-1.6,61.0,28,13.3,1016.8
695,2010-05-13 14:00:00,13.0,3.3,56.0,52,12.6,1015.2
696,2010-05-12 14:00:00,12.4,5.7,55.0,64,14.8,1012.2
697,2010-05-11 14:00:00,6.3,5.5,44.0,95,10.8,1013.8
698,2010-05-10 14:00:00,15.3,7.3,59.0,59,15.5,1005.2
699,2010-05-09 14:00:00,18.7,6.1,63.0,44,15.1,1007.1
700,2010-05-08 14:00:00,18.8,1.2,63.0,31,9.0,1005.4
701,2010-05-07 14:00:00,18.2,-0.6,62.0,28,29.9,1002.3
702,2010-05-06 14:00:00,19.2,9.9,64.0,55,42.5,995.6
703,2010-05-05 14:00:00,23.2,2.0,67.0,25,20.5,1005.9
704,2010-05-04 14:00:00,20.1,9.6,65.0,51,26.3,1011.3
705,2010-05-03 14:00:00,20.6,10.0,66.0,51,34.2,1009.2
706,2010-05-02 14:00:00,19.2,-0.2,63.0,27,28.1,1010.5
707,2010-05-01 14:00:00,12.4,-1.1,56.0,39,28.8,1013.5
708,2010-04-30 14:00:00,5.3,1.5,44.0,77,28.4,1012.2
709,2010-04-29 14:00:00,7.3,-2.7,49.0,49,44.6,1006.1
710,2010-04-28 14:00:00,3.5,-2.6,42.0,64,11.2,1008.4
711,2010-04-27 14:00:00,7.6,-0.8,49.0,55,30.6,1001.4
712,2010-04-26 14:00:00,15.2,-12.1,59.0,14,11.2,1014.0
713,2010-04-25 14:00:00,16.6,-6.4,60.0,20,13.0,1019.8
714,2010-04-24 14:00:00,11.9,-6.0,55.0,28,22.7,1018.2
715,2010-04-23 14:00:00,2.4,0.7,38.0,89,10.8,1016.4
716,2010-04-22 14:00:00,3.0,1.6,38.0,91,8.6,1015.7
717,2010-04-21 14:00:00,7.0,2.2,47.0,72,9.7,1020.3
718,2010-04-20 14:00:00,12.8,6.5,56.0,66,17.3,1012.2
719,2010-04-19 14:00:00,17.4,1.7,61.0,35,10.4,1014.4
720,2010-04-18 14:00:00,13.7,-8.2,57.0,21,19.1,1020.4
721,2010-04-17 14:00:00,10.2,-8.9,54.0,25,18.4,1022.0
722,2010-04-16 14:00:00,6.3,-7.0,48.0,38,14.4,1020.5
723,2010-04-15 14:00:00,5.0,-9.9,47.0,33,16.2,1022.8
724,2010-04-14 14:00:00,3.1,-15.0,46.0,25,22.0,1021.9
